algorithm,playlist,time
m-ACO,1009275,3459118
NOOP,1005130,7613
NOOP,1012577,5393
NOOP,1018618,8259
m-ACO,1009619,8495449
SMS-EMOA,1006790,6150097
SMS-EMOA,1005855,3811995
m-ACO,1006081,367403
NOOP,1005880,3735
m-ACO,1002887,4262076
NSGA-II,1044480,2086382
NOOP,1007664,4883
SMS-EMOA,1006264,5953909
SMS-EMOA,1002779,2770533
NSGA-II,1002472,3217114
NSGA-II,1003131,2170011
m-ACO,1008755,3442696
m-ACO,1018346,365737
m-ACO,1001589,1916079
SMS-EMOA,1027303,7944440
NOOP,1003557,5467
NOOP,1003542,5284
NOOP,1004389,6633
NSGA-II,1003690,2190669
NSGA-II,1000955,817308
SMS-EMOA,1013068,4864543
m-ACO,1000482,8819458
NSGA-II,1010249,2759559
NSGA-II,1017891,2653025
m-ACO,1005893,382921
SMS-EMOA,1001653,1594008
SMS-EMOA,1002996,4661982
m-ACO,1008249,5034391
NOOP,1005378,8152
NOOP,1030123,8100
SMS-EMOA,1020095,7778866
NOOP,1004871,15084
NSGA-II,1005045,2603111
NSGA-II,1004506,2597717
NOOP,1004864,5022
m-ACO,1013883,490920
SMS-EMOA,1013926,4928291
NSGA-II,1001558,3301122
SMS-EMOA,1021277,5987170
SMS-EMOA,1011401,4751675
NSGA-II,1009373,2807171
m-ACO,1010473,11022482
SMS-EMOA,1036799,3301868
m-ACO,1001507,1920263
SMS-EMOA,1002353,3913387
m-ACO,1004866,410661
m-ACO,1000060,2398276
NOOP,1025624,8297
NOOP,1002802,6571
SMS-EMOA,1023595,5192840
NSGA-II,1002058,3135798
m-ACO,1012876,471360
SMS-EMOA,1023234,5336122
NOOP,1013192,8086
m-ACO,1002809,1351450
SMS-EMOA,1013442,4956269
m-ACO,1003902,421561
NSGA-II,1004862,2638908
SMS-EMOA,1009078,4562704
NSGA-II,1011320,2812966
NSGA-II,1010663,2728746
m-ACO,1031842,158312
NOOP,1005524,3735
SMS-EMOA,1028851,7820410
m-ACO,1006513,416570
SMS-EMOA,1001279,1870468
SMS-EMOA,1005764,4942576
m-ACO,1002979,4169318
m-ACO,1012906,426337
m-ACO,1001477,3711455
NSGA-II,1000431,960158
SMS-EMOA,1040853,5273066
m-ACO,1041690,811244
SMS-EMOA,1022998,4984285
m-ACO,1004916,375792
NSGA-II,1007948,3954109
SMS-EMOA,1014075,4787489
SMS-EMOA,1010568,4417362
NSGA-II,1002916,2165144
NSGA-II,1001486,3564577
m-ACO,1012941,409433
SMS-EMOA,1008981,3293680
m-ACO,1006138,395374
m-ACO,1003835,4297471
NOOP,1006979,5438
SMS-EMOA,1042080,5334081
NOOP,1004788,181543
NSGA-II,1000664,1029116
NOOP,1003143,5053
NSGA-II,1001327,930679
NOOP,1009239,4794
NSGA-II,1004379,2548733
SMS-EMOA,1026971,5115133
NOOP,1003156,5572
NOOP,1025479,8293
m-ACO,1004951,395561
m-ACO,1000157,8814436
NOOP,1008930,7726
SMS-EMOA,1004072,2056311
NSGA-II,1009868,1751277
NOOP,1010637,21711
NSGA-II,1012911,3029987
m-ACO,1010128,9091083
NOOP,1007270,4123
NSGA-II,1021703,2654014
SMS-EMOA,1007816,4431042
m-ACO,1008280,5199056
SMS-EMOA,1005290,5423709
NSGA-II,1011175,3090254
SMS-EMOA,1002848,4694782
m-ACO,1001430,1253434
m-ACO,1010058,7568106
SMS-EMOA,1013617,7337286
m-ACO,1004821,477055
SMS-EMOA,1038118,4007840
m-ACO,1001540,4013776
m-ACO,1010434,9983499
NOOP,1013822,8233
m-ACO,1003945,424100
m-ACO,1006048,374972
SMS-EMOA,1029609,5284885
NOOP,1027165,8847
SMS-EMOA,1003445,4678714
NSGA-II,1009687,2731414
SMS-EMOA,1007158,10814995
SMS-EMOA,1001962,1171232
m-ACO,1006424,423140
NSGA-II,1005708,6985683
m-ACO,1009896,6853215
NSGA-II,1000756,932689
NSGA-II,1001215,3178976
NOOP,1010462,7516
NSGA-II,1030120,4408592
m-ACO,1004620,418408
NOOP,1007025,7037
m-ACO,1005347,407994
NOOP,1007030,5302
m-ACO,1003744,4305432
SMS-EMOA,1019803,8098572
NSGA-II,1014019,2646550
m-ACO,1002223,1864343
NOOP,1009079,3783
SMS-EMOA,1004140,3168944
NOOP,1003303,6905
m-ACO,1021217,371597
NSGA-II,1007361,3039670
m-ACO,1030363,584405
SMS-EMOA,1013725,2705454
m-ACO,1003258,422086
NSGA-II,1006183,3644423
SMS-EMOA,1017238,5310284
NOOP,1017951,8718
SMS-EMOA,1022410,8053169
m-ACO,1002353,3851733
SMS-EMOA,1023153,5286868
NOOP,1008088,5318
NOOP,1005539,3884
NSGA-II,1016470,2566931
SMS-EMOA,1006529,5894858
NSGA-II,1011909,2258045
SMS-EMOA,1002034,1563197
SMS-EMOA,1003722,3472859
SMS-EMOA,1002261,4467164
NOOP,1004795,5136
m-ACO,1002314,1855801
NOOP,1004780,7824
m-ACO,1003673,3887586
SMS-EMOA,1003083,5106769
NSGA-II,1012338,3091988
m-ACO,1012707,472984
NOOP,1006964,4298
m-ACO,1002778,1800202
m-ACO,1014304,505378
NSGA-II,1004950,2616146
m-ACO,1005270,452953
NOOP,1032023,8139
SMS-EMOA,1013570,4950975
NOOP,1008938,7175
NSGA-II,1006477,4162116
m-ACO,1004717,310060
SMS-EMOA,1012792,5343830
SMS-EMOA,1006993,5824775
SMS-EMOA,1004315,4993776
m-ACO,1044480,464518
SMS-EMOA,1005656,5445106
m-ACO,1005300,380217
SMS-EMOA,1000608,2894927
m-ACO,1004667,424141
NSGA-II,1013894,2618000
m-ACO,1014618,366386
m-ACO,1037330,474208
NSGA-II,1011212,3138634
m-ACO,1013310,428117
NOOP,1005764,3643
m-ACO,1002264,4063899
NOOP,1005771,6364
NSGA-II,1002824,2194155
SMS-EMOA,1014147,4735226
NOOP,1007980,5485
m-ACO,1002608,1452959
m-ACO,1012677,403836
NSGA-II,1000503,1103633
NOOP,1012323,5251
NSGA-II,1001040,828077
m-ACO,1003703,326220
m-ACO,1004799,509564
SMS-EMOA,1003308,4504151
NSGA-II,1008489,4107140
m-ACO,1008824,526457
SMS-EMOA,1007615,3375131
SMS-EMOA,1028407,7537686
NSGA-II,1013251,2761492
NOOP,1009478,6460
NSGA-II,1008328,2832728
NOOP,1003702,7403
SMS-EMOA,1019093,5892352
NSGA-II,1026479,4532741
NOOP,1010063,8124
m-ACO,1012789,467859
SMS-EMOA,1009560,4435696
SMS-EMOA,1008023,4793161
NSGA-II,1005839,7744735
SMS-EMOA,1012419,5164261
NOOP,1007431,6627
NSGA-II,1033675,8347980
m-ACO,1003291,3948168
SMS-EMOA,1015960,5329362
m-ACO,1028002,373859
NSGA-II,1002540,3312942
NSGA-II,1003003,3351712
NOOP,1007424,5122
SMS-EMOA,1001761,1026017
m-ACO,1029415,412583
NSGA-II,1042367,2057260
NOOP,1011087,5399
NSGA-II,1009884,3012293
m-ACO,1028172,406620
SMS-EMOA,1000583,2436176
m-ACO,1039006,487554
NSGA-II,1000688,917849
NOOP,1000902,10901
NOOP,1008489,4817
NOOP,1030363,8604
NOOP,1005138,5065
m-ACO,1004285,4884865
NSGA-II,1000129,1733275
SMS-EMOA,1013814,7135969
NSGA-II,1005177,2658979
NSGA-II,1004434,2666000
NSGA-II,1005322,2653677
NSGA-II,1004661,2633339
SMS-EMOA,1014099,4616197
m-ACO,1042426,348003
m-ACO,1031396,146705
SMS-EMOA,1010225,2327981
SMS-EMOA,1011766,5502682
NOOP,1005888,4497
NOOP,1004381,7878
m-ACO,1044449,459699
NOOP,1011937,13437
SMS-EMOA,1001295,3389505
NOOP,1009625,3392
NOOP,1004394,4723
m-ACO,1008913,3237478
NSGA-II,1008833,2866694
NSGA-II,1014392,2323004
SMS-EMOA,1005029,6299558
NSGA-II,1002715,3276483
NSGA-II,1003256,2200624
NOOP,1005370,5353
NSGA-II,1006208,6912572
NOOP,1005365,5561
m-ACO,1009968,7227321
SMS-EMOA,1009735,11120007
NOOP,1012737,9301
SMS-EMOA,1038400,3723888
SMS-EMOA,1037597,4147486
NOOP,1001043,5442
SMS-EMOA,1000939,1468037
SMS-EMOA,1006103,4328513
NOOP,1004879,24310
m-ACO,1006348,378871
SMS-EMOA,1048804,5586368
NOOP,1012943,8905
NOOP,1012956,8315
NSGA-II,1009684,2732569
SMS-EMOA,1006418,5572625
m-ACO,1007243,4736498
SMS-EMOA,1003446,3017724
NSGA-II,1038210,7548644
NOOP,1040163,8154
m-ACO,1048217,460993
SMS-EMOA,1012357,7820420
SMS-EMOA,1013614,4645817
m-ACO,1011253,8526735
NOOP,1031443,8275
NSGA-II,1000888,1046235
NOOP,1019125,8427
m-ACO,1001640,1844191
NSGA-II,1006713,3962498
NOOP,1014481,8550
SMS-EMOA,1047993,5638968
m-ACO,1022674,344775
m-ACO,1018593,428684
NOOP,1002037,3919
NSGA-II,1012912,2779342
m-ACO,1010228,9312917
SMS-EMOA,1004071,2918174
m-ACO,1000257,2197683
SMS-EMOA,1005532,6063116
m-ACO,1010644,126978
NOOP,1038939,8137
SMS-EMOA,1005293,5570186
m-ACO,1007333,538582
NSGA-II,1001485,1331878
m-ACO,1006238,422185
NOOP,1006311,3723
NOOP,1011756,4721
NSGA-II,1005639,8766990
NOOP,1036970,8006
m-ACO,1006654,294647
NSGA-II,1000667,816386
NOOP,1036965,8015
m-ACO,1001777,1379628
NSGA-II,1000432,790250
NOOP,1021492,8736
NSGA-II,1001171,1093035
SMS-EMOA,1009935,4967215
NOOP,1013002,8492
m-ACO,1041590,416169
SMS-EMOA,1011028,4981079
NOOP,1002992,3315
SMS-EMOA,1004585,3673424
SMS-EMOA,1000098,2792383
m-ACO,1006613,384835
NOOP,1002987,6245
SMS-EMOA,1004224,5883277
SMS-EMOA,1005767,6017655
NOOP,1000776,4186
SMS-EMOA,1000739,1059640
m-ACO,1034623,471647
NOOP,1000763,5603
m-ACO,1035234,420084
m-ACO,1006763,423640
SMS-EMOA,1008299,4208795
NSGA-II,1006546,4173271
NOOP,1003976,2987
SMS-EMOA,1011966,4411840
NSGA-II,1003518,3302672
m-ACO,1007204,4717492
NOOP,1001787,3213
NSGA-II,1004861,2573908
NOOP,1006159,4765
SMS-EMOA,1013441,2900101
m-ACO,1010773,6333847
NSGA-II,1008633,2868073
NSGA-II,1009370,2865582
m-ACO,1001607,4095273
SMS-EMOA,1003613,3046695
SMS-EMOA,1005988,4147995
NOOP,1008105,8709
NOOP,1008110,6089
SMS-EMOA,1033065,3582765
m-ACO,1000360,485961
NOOP,1004219,3488
m-ACO,1029864,418062
SMS-EMOA,1013925,4903697
NSGA-II,1004505,2597590
NOOP,1014080,7799
SMS-EMOA,1011402,3175011
m-ACO,1007796,4818175
NOOP,1014095,8661
NSGA-II,1018905,2558803
m-ACO,1001395,5596565
NSGA-II,1024121,4722033
NOOP,1005905,6244
SMS-EMOA,1001650,1877630
SMS-EMOA,1000313,2747511
NOOP,1028459,10497
m-ACO,1018136,479463
NOOP,1005910,3299
NOOP,1006705,8252
NSGA-II,1019508,1949990
NSGA-II,1003132,2158154
m-ACO,1040109,481088
NOOP,1024119,8286
m-ACO,1008039,4957277
m-ACO,1001689,1371786
NOOP,1011342,5571
NOOP,1016589,8602
SMS-EMOA,1009451,2343094
SMS-EMOA,1008112,4594919
NSGA-II,1005908,7404580
m-ACO,1000782,2098224
NSGA-II,1003693,2170769
NSGA-II,1000956,890760
SMS-EMOA,1003598,3539677
m-ACO,1006381,339702
NOOP,1008759,6236
SMS-EMOA,1007085,5552795
NSGA-II,1008219,3917989
SMS-EMOA,1034936,2668681
SMS-EMOA,1003239,4500661
SMS-EMOA,1006267,6075538
SMS-EMOA,1037152,3436315
m-ACO,1042960,418699
NOOP,1015064,8758
m-ACO,1009175,529147
SMS-EMOA,1037307,3887157
SMS-EMOA,1006032,5534708
SMS-EMOA,1007571,5434996
NSGA-II,1010951,3140541
m-ACO,1045843,428594
NOOP,1000362,4791
NSGA-II,1023743,4623483
m-ACO,1009519,3253998
SMS-EMOA,1006793,5985028
SMS-EMOA,1005856,3675922
NOOP,1000377,10503
NSGA-II,1013135,3044304
NSGA-II,1002185,3328262
NOOP,1026658,9018
NSGA-II,1006498,3510932
SMS-EMOA,1009604,12031561
NOOP,1013416,8518
NSGA-II,1031836,2561369
NSGA-II,1002624,3814151
NOOP,1004051,7594
NSGA-II,1006339,3820174
NOOP,1048159,8404
SMS-EMOA,1001405,1153671
NSGA-II,1044839,2070232
NSGA-II,1041867,2092444
SMS-EMOA,1003922,3030793
SMS-EMOA,1014609,7892974
SMS-EMOA,1011657,4330757
NOOP,1024351,8144
m-ACO,1048785,459986
SMS-EMOA,1021021,5545388
m-ACO,1009005,3518415
NSGA-II,1005213,2606677
NOOP,1006558,7875
m-ACO,1009469,3269116
NOOP,1033703,8288
m-ACO,1008562,3362942
NOOP,1001386,6411
NSGA-II,1048347,2113185
m-ACO,1035110,480831
SMS-EMOA,1025010,5439560
NOOP,1007133,3943
NOOP,1007126,6584
SMS-EMOA,1010638,4795791
NSGA-II,1001583,3194446
m-ACO,1012852,473246
NSGA-II,1001222,914144
SMS-EMOA,1010199,4718550
m-ACO,1013959,448191
m-ACO,1003926,4310497
m-ACO,1010457,9766115
SMS-EMOA,1004177,3200823
SMS-EMOA,1005434,5081413
m-ACO,1000428,9640023
NSGA-II,1010292,3070441
NSGA-II,1012814,2649415
m-ACO,1001523,2053700
m-ACO,1027906,379327
NOOP,1003215,8328
m-ACO,1004842,420252
NOOP,1013099,8327
NOOP,1033874,8288
NSGA-II,1010533,2808074
NSGA-II,1021606,2678610
m-ACO,1005949,392062
m-ACO,1000044,475759
m-ACO,1001453,1838704
m-ACO,1000558,8540662
SMS-EMOA,1009328,4752342
SMS-EMOA,1013712,4636671
m-ACO,1000134,2006913
m-ACO,1005839,308921
m-ACO,1009784,6680653
NOOP,1027233,8211
NSGA-II,1006615,3967943
m-ACO,1004932,288055
SMS-EMOA,1003540,3170182
SMS-EMOA,1002003,1527426
NOOP,1001709,3638
m-ACO,1006537,379609
NSGA-II,1026590,4862247
NSGA-II,1013419,2678888
NSGA-II,1008560,2832954
SMS-EMOA,1004839,6091539
NSGA-II,1017104,2602141
NOOP,1011585,3131
m-ACO,1004975,408027
NSGA-II,1038143,5608671
NSGA-II,1039400,7211890
m-ACO,1011007,6614165
m-ACO,1000173,2405271
NOOP,1021654,9452
NOOP,1009332,7056
NOOP,1003048,5911
m-ACO,1001414,5602410
NOOP,1004696,3813
SMS-EMOA,1003715,3178577
SMS-EMOA,1002256,3936686
m-ACO,1007017,284417
NOOP,1010729,94145
NSGA-II,1007103,3422203
NSGA-II,1006440,4205759
SMS-EMOA,1012004,4745195
m-ACO,1006570,393621
NSGA-II,1004967,2602132
m-ACO,1003961,4310892
SMS-EMOA,1004483,5515827
m-ACO,1006400,337454
NOOP,1013929,8341
SMS-EMOA,1004322,6043292
NOOP,1001554,5227
m-ACO,1000003,2588413
NSGA-II,1004029,2147464
m-ACO,1033554,499562
NSGA-II,1000534,895090
NSGA-II,1001077,5433733
NOOP,1012235,5602
m-ACO,1011177,8465852
NSGA-II,1031601,4297492
m-ACO,1001108,1326351
NSGA-II,1004788,2578068
NSGA-II,1000295,1126876
NOOP,1005672,4512
m-ACO,1001564,2152854
NOOP,1005667,6600
m-ACO,1010410,2570355
SMS-EMOA,1021758,5627253
NOOP,1024832,8939
NOOP,1003614,3484
NOOP,1003601,5083
NSGA-II,1012725,3007812
SMS-EMOA,1028430,5466868
m-ACO,1006192,428956
m-ACO,1047612,408786
NOOP,1014246,8224
SMS-EMOA,1006361,3167674
NSGA-II,1012084,3058038
m-ACO,1002994,4660550
m-ACO,1007099,420529
NSGA-II,1002577,3518198
NSGA-II,1003034,2300027
SMS-EMOA,1015957,3175550
m-ACO,1000591,448423
m-ACO,1009321,3260338
SMS-EMOA,1040432,3580583
NSGA-II,1000850,874222
NSGA-II,1003795,2164239
NSGA-II,1007288,2845343
m-ACO,1011089,8366341
NOOP,1010160,6436
m-ACO,1018639,381994
m-ACO,1009251,3391741
NSGA-II,1024027,4500172
m-ACO,1011595,521888
NOOP,1001308,13672
m-ACO,1001186,1606925
NOOP,1011184,5390
SMS-EMOA,1002893,5141261
SMS-EMOA,1001756,1951924
SMS-EMOA,1004708,5731780
m-ACO,1005980,500147
NSGA-II,1004403,2631707
m-ACO,1007585,4236016
NOOP,1000801,22752
NSGA-II,1006924,3929196
m-ACO,1013990,493851
NOOP,1000814,6464
NOOP,1010328,5075
SMS-EMOA,1046713,5437442
m-ACO,1026883,405141
NSGA-II,1001608,3297262
m-ACO,1009216,3211818
NSGA-II,1005315,2905692
NSGA-II,1008804,4001751
m-ACO,1047725,470140
SMS-EMOA,1001503,1502995
SMS-EMOA,1000040,3272667
NSGA-II,1043446,2065042
NSGA-II,1015147,2400764
SMS-EMOA,1003824,2869936
NOOP,1009733,4006
NOOP,1036612,8368
NOOP,1011834,5608
NOOP,1004282,5603
NOOP,1003449,4547
NOOP,1035812,8538
NSGA-II,1002083,3209905
NOOP,1012621,5036
SMS-EMOA,1013338,4832999
NOOP,1005266,7885
SMS-EMOA,1041324,4847745
SMS-EMOA,1013499,3022543
NSGA-II,1002722,3317461
NSGA-II,1003261,2161955
NOOP,1005273,15672
SMS-EMOA,1002429,4394556
NSGA-II,1013792,2675691
SMS-EMOA,1006134,4988611
NSGA-II,1012570,3035892
SMS-EMOA,1002388,4286728
m-ACO,1009366,3327491
NOOP,1001155,5051
NOOP,1001140,114911
NSGA-II,1047815,2104129
SMS-EMOA,1002693,4294378
NSGA-II,1008451,3739648
m-ACO,1005024,169966
NSGA-II,1009112,2666301
SMS-EMOA,1004908,5222164
NSGA-II,1013289,3073657
SMS-EMOA,1003471,4529690
SMS-EMOA,1002132,3753410
m-ACO,1004543,471411
NOOP,1000428,4157
NOOP,1012855,8118
NOOP,1012840,5278
m-ACO,1005448,442148
m-ACO,1006946,425166
NSGA-II,1007267,2838539
m-ACO,1002140,1634710
NSGA-II,1002239,3204986
SMS-EMOA,1013182,4946268
m-ACO,1012553,412998
NSGA-II,1006085,6015530
SMS-EMOA,1012360,7485108
m-ACO,1003427,4256658
NSGA-II,1002598,3177556
SMS-EMOA,1007822,4839192
m-ACO,1002030,2107560
m-ACO,1020413,353716
m-ACO,1006836,375973
m-ACO,1013144,486088
m-ACO,1003557,420858
SMS-EMOA,1004046,3043669
NOOP,1002121,8410
SMS-EMOA,1001018,1341139
NOOP,1002134,21256
NOOP,1011640,3066
m-ACO,1014020,286301
NSGA-II,1001313,805299
NSGA-II,1003995,3315048
m-ACO,1005154,398691
m-ACO,1000859,2077934
NOOP,1006212,3741
m-ACO,1005538,379551
SMS-EMOA,1010709,4443315
m-ACO,1004433,416184
SMS-EMOA,1014041,4716607
NOOP,1003398,5960
NSGA-II,1002922,2158263
m-ACO,1028783,370913
m-ACO,1003510,422529
m-ACO,1013103,428514
SMS-EMOA,1009902,4965016
NSGA-II,1004118,2127890
NOOP,1013101,8174
NSGA-II,1000405,862197
NSGA-II,1001146,805470
m-ACO,1002077,3743900
m-ACO,1004474,467318
NOOP,1000660,5710
m-ACO,1015500,475950
NOOP,1000675,6633
SMS-EMOA,1004213,6059969
SMS-EMOA,1005750,4317007
NOOP,1002884,5141
m-ACO,1005113,438365
NSGA-II,1011314,2725348
m-ACO,1001915,1646445
m-ACO,1004018,373549
NOOP,1002891,8688
m-ACO,1014067,268466
NSGA-II,1001808,3246955
NOOP,1001691,7004
SMS-EMOA,1044395,5977038
NOOP,1001684,5157
m-ACO,1004504,411259
NOOP,1033214,7962
SMS-EMOA,1012694,5212577
NOOP,1003875,5770
m-ACO,1014117,142661
m-ACO,1004168,4289677
m-ACO,1001865,1755603
NSGA-II,1007032,3957631
NSGA-II,1006571,4637398
m-ACO,1005063,447507
m-ACO,1010911,8036040
NOOP,1003860,8613
NOOP,1002369,4391
m-ACO,1012514,412807
NOOP,1008006,30208
m-ACO,1012178,489067
m-ACO,1002107,3742574
SMS-EMOA,1007498,4337656
NSGA-II,1008604,4113861
NSGA-II,1009347,2877700
m-ACO,1004096,4373104
SMS-EMOA,1010176,5867071
SMS-EMOA,1011435,4260385
NOOP,1014183,8398
NSGA-II,1005071,2615273
NOOP,1005813,8109
m-ACO,1039215,472224
SMS-EMOA,1000324,1213914
m-ACO,1042672,409369
SMS-EMOA,1004639,5766040
SMS-EMOA,1000485,2815083
NOOP,1000029,5914
SMS-EMOA,1004198,6075160
m-ACO,1002495,2069531
m-ACO,1003082,3902084
SMS-EMOA,1008125,4627102
m-ACO,1002189,1522754
m-ACO,1007884,6218330
SMS-EMOA,1039210,3494388
SMS-EMOA,1010838,4213251
NSGA-II,1002446,3132947
NOOP,1039732,8474
NOOP,1006613,7319
NSGA-II,1024858,5170364
NSGA-II,1044315,2146729
SMS-EMOA,1001888,993458
m-ACO,1011894,599710
SMS-EMOA,1019195,5571123
NOOP,1002520,5820
NSGA-II,1013102,3038860
NOOP,1000274,12673
NSGA-II,1009538,2810718
SMS-EMOA,1002518,4222646
NSGA-II,1009299,2820568
NOOP,1028712,8602
SMS-EMOA,1037330,3968113
NSGA-II,1036578,8130478
NOOP,1004147,8983
NOOP,1003799,4162
NSGA-II,1004988,3523705
NSGA-II,1002613,3180168
SMS-EMOA,1038506,3577344
SMS-EMOA,1003915,3133600
NSGA-II,1024343,4492899
NOOP,1002768,5855
NSGA-II,1014294,2801138
NSGA-II,1008935,2472403
NOOP,1000999,25042
SMS-EMOA,1000171,1242157
NSGA-II,1046529,2089734
NOOP,1001285,12585
SMS-EMOA,1010482,4478829
NSGA-II,1001739,3194105
NOOP,1001290,107099
NSGA-II,1005224,2582901
NSGA-II,1004767,2652391
NSGA-II,1001098,901145
SMS-EMOA,1010323,4657788
NSGA-II,1005585,2969152
NOOP,1011009,13297
NOOP,1046013,8274
NOOP,1006915,3909
NSGA-II,1003692,2159294
NSGA-II,1000957,1040030
SMS-EMOA,1009450,4596635
NSGA-II,1005909,7341771
m-ACO,1000682,8249848
m-ACO,1001789,3719582
SMS-EMOA,1027301,4083674
m-ACO,1008139,5219562
NOOP,1006900,4185
SMS-EMOA,1012288,4480974
NSGA-II,1002470,3312865
NOOP,1036361,8343
NSGA-II,1003133,2160632
m-ACO,1010291,9366893
SMS-EMOA,1036410,3494276
m-ACO,1046066,426569
SMS-EMOA,1003238,4511054
SMS-EMOA,1028296,5254557
NSGA-II,1022054,2371748
SMS-EMOA,1007084,5669674
NSGA-II,1008218,3874158
NSGA-II,1013361,2644842
NSGA-II,1012622,2640116
SMS-EMOA,1003599,3438445
SMS-EMOA,1025768,4912835
NSGA-II,1004504,3513224
NSGA-II,1000019,1848726
SMS-EMOA,1013924,2793647
m-ACO,1045874,470654
m-ACO,1011686,471594
NOOP,1012352,6786
SMS-EMOA,1000312,2896216
SMS-EMOA,1002994,4930907
NOOP,1012347,10966
NOOP,1005700,3960
NOOP,1005715,4409
m-ACO,1008425,3315520
m-ACO,1001295,4523880
NSGA-II,1015040,2392044
SMS-EMOA,1003923,3186460
NOOP,1007041,7361
NOOP,1007054,3559
SMS-EMOA,1048561,5358603
NSGA-II,1008903,2805655
SMS-EMOA,1001404,1635859
SMS-EMOA,1000147,2510929
NOOP,1022096,8564
NOOP,1003372,3650
NOOP,1009008,4966
NSGA-II,1005212,2611901
NSGA-II,1004751,2312118
NSGA-II,1007894,2831333
SMS-EMOA,1021020,8094038
m-ACO,1009105,3371832
NSGA-II,1029864,4520123
SMS-EMOA,1010315,4307391
SMS-EMOA,1011656,4566459
NOOP,1005548,6880
NSGA-II,1013134,2595569
SMS-EMOA,1000809,988638
NSGA-II,1017429,2522382
SMS-EMOA,1005857,4971494
NSGA-II,1045394,2093935
NSGA-II,1047912,2069073
NOOP,1017920,8756
m-ACO,1008512,3385204
NOOP,1002396,4217
NSGA-II,1017388,2581002
SMS-EMOA,1006033,4488800
NOOP,1018275,8570
m-ACO,1009075,3492599
SMS-EMOA,1035980,3500830
NSGA-II,1003366,3289417
NSGA-II,1006499,3478237
SMS-EMOA,1008346,4284872
NSGA-II,1002184,3234975
NSGA-II,1014129,2714082
SMS-EMOA,1007814,4550720
SMS-EMOA,1005292,5363086
NSGA-II,1011177,3104788
NSGA-II,1010434,2806993
m-ACO,1001630,4018742
SMS-EMOA,1005533,5939724
NSGA-II,1012913,2668927
m-ACO,1010328,7411975
NOOP,1032453,8129
NOOP,1021327,8135
m-ACO,1006754,372654
NOOP,1014169,8286
NSGA-II,1005638,8446913
NSGA-II,1033874,6676728
NOOP,1009654,3576
NSGA-II,1001484,3235125
NSGA-II,1005199,1692736
SMS-EMOA,1008983,4250505
NOOP,1012746,8452
m-ACO,1006624,395548
m-ACO,1034278,431231
NOOP,1012753,7650
NOOP,1005314,3961
SMS-EMOA,1003447,4533039
SMS-EMOA,1002104,1380125
NSGA-II,1009685,2711010
SMS-EMOA,1006419,5310047
NOOP,1005301,5659
m-ACO,1006248,393179
m-ACO,1010634,461320
m-ACO,1001740,1854374
NSGA-II,1019376,2844371
NSGA-II,1000889,1124118
NOOP,1001027,4565
NOOP,1001032,3938
m-ACO,1010258,9505503
SMS-EMOA,1017308,7573030
m-ACO,1009497,3402042
SMS-EMOA,1013615,4646372
NOOP,1003773,4225
NSGA-II,1003519,3261631
SMS-EMOA,1011967,4654633
m-ACO,1007768,3520368
m-ACO,1006663,502807
NOOP,1014321,8511
m-ACO,1000260,2107049
SMS-EMOA,1005989,5982300
m-ACO,1011314,8690603
SMS-EMOA,1003612,3488070
SMS-EMOA,1032286,3237456
m-ACO,1001707,2115964
NSGA-II,1009371,2799479
NSGA-II,1017256,2429349
SMS-EMOA,1011029,4518142
SMS-EMOA,1009934,4545284
NSGA-II,1000433,1050423
NSGA-II,1001170,969290
SMS-EMOA,1011788,4383211
SMS-EMOA,1042576,5971673
SMS-EMOA,1035110,3656911
NOOP,1002782,4828
NOOP,1005149,6500
NSGA-II,1011483,3552530
SMS-EMOA,1000738,1218036
SMS-EMOA,1004225,5451434
SMS-EMOA,1005766,5371567
NOOP,1000973,4959
m-ACO,1006713,377628
NSGA-II,1011322,2680823
NOOP,1000966,8169
NOOP,1004421,6861
NOOP,1009185,5423
SMS-EMOA,1000582,1619107
NOOP,1004434,4370
m-ACO,1002786,3668426
SMS-EMOA,1030455,7289841
SMS-EMOA,1001760,1706286
SMS-EMOA,1000223,1857663
NSGA-II,1011198,3102739
NSGA-II,1004435,2263584
NOOP,1000712,7057
SMS-EMOA,1013815,4867935
NOOP,1000707,5553
m-ACO,1004385,468041
NSGA-II,1004394,2575730
NSGA-II,1000689,813877
SMS-EMOA,1010071,3556994
m-ACO,1014796,377140
NOOP,1028261,8414
NOOP,1006128,7350
SMS-EMOA,1031858,5144415
NOOP,1003907,8621
m-ACO,1005792,352814
SMS-EMOA,1029145,5246135
NSGA-II,1023387,2613336
SMS-EMOA,1018270,5771566
NSGA-II,1008488,2826666
m-ACO,1008924,3336127
SMS-EMOA,1006357,5377202
m-ACO,1004699,467354
m-ACO,1003391,4320194
m-ACO,1042411,396424
NSGA-II,1005838,7621665
m-ACO,1013782,438422
m-ACO,1008963,3340919
m-ACO,1040853,265293
m-ACO,1009868,2389512
NSGA-II,1006209,6935393
SMS-EMOA,1006102,6084963
SMS-EMOA,1007441,4768410
NOOP,1006898,4254
SMS-EMOA,1029310,5252128
SMS-EMOA,1036774,3474535
NSGA-II,1013005,2691308
SMS-EMOA,1000938,1353197
NOOP,1004669,8882
SMS-EMOA,1005966,4308557
m-ACO,1047847,472578
m-ACO,1028459,403201
NOOP,1015414,8709
SMS-EMOA,1014739,5166927
NSGA-II,1005482,2540373
SMS-EMOA,1046725,5706979
NOOP,1005698,4838
